Czas [g:m:s.ss];Cisnienie1 [Pa];Wysokosc1 [m];Akcel1 X [g];Akcel1 Y [g];Akcel1 Z [g];Akcel2 X [g];Akcel2 Y [g];Akcel2 Z [g];Zyro1 X [°/s];Zyro1 Y [°/s];Zyro1 Z [°/s];Zyro2 X [°/s];Zyro2 Y [°/s];Zyro2 Z [°/s];Magn1 X [uT];Magn1 Y [uT];Magn1 Z [uT];Magn2 X [uT];Magn2 Y [uT];Magn2 Z [uT];Magn3 X [uT];Magn3 Y [uT];Magn3 Z [uT];SzerokoscGeo [°];DlugoscGeo [°];WysokoscMSL [m];Predk WzgZie [m/s];Kurs [°];Licz.Sat/Fix [-/-];
23:44:04.56;100717.6;53.42;-0.008;0.348;0.934;-0.009;0.366;0.938;-2.136;-1.831;-0.610;-7.019;4.578;4.272;0;0;0;47;12;-220;0;0;0;52.236487;20.934768;124.6;0.09;261.74;4/1;
23:44:04.36;100711.8;53.93;-0.007;0.348;0.933;-0.009;0.365;0.938;-2.747;-1.526;-0.610;-6.714;3.967;3.967;0;0;0;46;16;-221;0;0;0;52.236487;20.934768;124.6;0.11;261.74;4/1;
23:44:04.17;100717.6;53.42;-0.007;0.347;0.931;-0.009;0.365;0.939;-2.136;-1.831;-0.610;-6.409;3.967;4.883;0;0;0;47;18;-214;0;0;0;52.236487;20.934768;124.6;0.11;261.74;4/1;
23:44:05.98;100715.0;53.65;-0.008;0.347;0.933;-0.009;0.365;0.939;-2.136;-1.831;-0.916;-6.104;4.578;4.578;0;0;0;47;15;-218;0;0;0;52.236487;20.934768;124.6;0.12;261.74;4/1;
23:44:05.78;100712.3;53.89;-0.008;0.348;0.933;-0.009;0.365;0.938;-2.747;-1.831;-0.916;-6.409;3.967;4.578;0;0;0;43;13;-213;0;0;0;52.236487;20.934770;124.6;0.11;261.74;4/1;
23:44:05.58;100713.0;53.82;-0.008;0.347;0.934;-0.009;0.365;0.938;-1.831;-1.831;-0.610;-5.798;4.272;4.578;0;0;0;50;16;-217;0;0;0;52.236487;20.934770;124.6;0.12;261.74;4/1;
23:44:05.38;100711.9;53.92;-0.007;0.348;0.933;-0.008;0.365;0.938;-2.441;-1.221;-0.610;-6.409;3.662;4.578;0;0;0;47;14;-218;0;0;0;52.236488;20.934770;124.6;0.12;261.74;4/1;
23:44:05.19;100714.6;53.68;-0.007;0.348;0.933;-0.009;0.365;0.938;-2.136;-1.526;-0.916;-6.104;3.662;4.578;0;0;0;46;19;-220;0;0;0;52.236488;20.934770;124.6;0.13;261.74;4/1;
23:44:06.100;100720.1;53.20;-0.008;0.347;0.932;-0.009;0.365;0.938;-2.441;-1.831;-0.305;-6.714;4.578;4.883;0;0;0;50;11;-218;0;0;0;52.236488;20.934770;124.6;0.14;261.74;4/1;
23:44:06.80;100716.9;53.48;-0.008;0.348;0.933;-0.009;0.365;0.939;-1.831;-1.526;-0.610;-6.104;4.272;4.578;0;0;0;50;13;-215;0;0;0;52.236488;20.934772;124.6;0.14;261.74;4/1;
23:44:06.60;100713.7;53.76;-0.008;0.347;0.933;-0.009;0.365;0.938;-2.136;-1.526;-0.610;-6.714;3.662;4.578;0;0;0;48;18;-216;0;0;0;52.236488;20.934772;124.6;0.14;261.74;4/1;
23:44:06.40;100715.7;53.59;-0.007;0.348;0.932;-0.009;0.366;0.938;-2.136;-1.526;-0.916;-7.019;4.272;4.578;0;0;0;48;15;-217;0;0;0;52.236488;20.934772;124.6;0.15;261.74;4/1;
23:44:06.21;100713.2;53.81;-0.008;0.347;0.933;-0.009;0.365;0.938;-2.441;-1.526;-0.305;-7.019;4.272;4.883;0;0;0;46;17;-218;0;0;0;52.236488;20.934772;124.6;0.15;261.74;4/1;
23:44:06.01;100716.0;53.56;-0.007;0.348;0.934;-0.009;0.366;0.939;-2.136;-1.526;-0.916;-5.798;3.967;4.578;0;0;0;45;15;-218;0;0;0;52.236488;20.934773;124.6;0.15;261.74;4/1;
23:44:07.82;100711.4;53.96;-0.007;0.347;0.933;-0.009;0.365;0.938;-2.441;-1.831;-0.305;-7.019;4.578;4.578;0;0;0;49;13;-217;0;0;0;52.236488;20.934773;124.6;0.15;261.74;4/1;
23:44:07.62;100719.5;53.25;-0.007;0.348;0.934;-0.009;0.366;0.939;-2.136;-1.526;-0.305;-7.019;3.967;4.578;0;0;0;47;17;-217;0;0;0;52.236488;20.934773;124.6;0.16;261.74;4/1;
23:44:07.42;100721.5;53.08;-0.007;0.349;0.933;-0.009;0.365;0.939;-1.831;-1.831;-0.610;-6.714;4.272;5.493;0;0;0;52;15;-215;0;0;0;52.236488;20.934773;124.6;0.17;261.74;4/1;
23:44:07.23;100719.5;53.25;-0.008;0.347;0.934;-0.009;0.365;0.938;-2.441;-2.136;-0.305;-6.409;4.272;4.578;0;0;0;49;14;-222;0;0;0;52.236488;20.934775;124.6;0.17;261.74;4/1;
23:44:07.03;100717.8;53.41;-0.007;0.347;0.934;-0.009;0.366;0.938;-2.136;-1.526;-0.305;-7.019;4.272;4.578;0;0;0;52;18;-215;0;0;0;52.236488;20.934775;124.6;0.18;261.74;4/1;
23:44:08.84;100717.9;53.39;-0.008;0.348;0.935;-0.009;0.365;0.939;-2.441;-1.221;-0.916;-5.798;3.967;4.578;0;0;0;45;17;-215;0;0;0;52.236490;20.934775;124.6;0.19;261.74;4/1;
23:44:08.64;100711.9;53.92;-0.007;0.347;0.934;-0.009;0.365;0.939;-2.136;-1.526;-0.916;-6.409;4.272;4.272;0;0;0;49;14;-212;0;0;0;52.236490;20.934777;124.6;0.20;261.74;4/1;
23:44:08.45;100714.3;53.71;-0.007;0.348;0.932;-0.009;0.365;0.938;-1.831;-1.526;-0.610;-6.714;3.967;4.578;0;0;0;47;19;-217;0;0;0;52.236490;20.934777;124.6;0.20;261.74;4/1;
23:44:08.25;100717.4;53.44;-0.007;0.348;0.933;-0.009;0.365;0.938;-2.441;-1.526;-0.916;-6.714;4.578;4.578;0;0;0;50;15;-214;0;0;0;52.236490;20.934777;124.6;0.20;261.74;4/1;
23:44:08.05;100715.1;53.64;-0.007;0.348;0.932;-0.009;0.365;0.939;-2.441;-1.526;-0.305;-6.409;4.883;4.272;0;0;0;44;16;-215;0;0;0;52.236490;20.934777;124.6;0.20;261.74;4/1;
23:44:09.86;100715.3;53.62;-0.007;0.348;0.933;-0.009;0.365;0.938;-2.136;-1.831;-0.916;-6.714;4.578;4.272;0;0;0;47;12;-215;0;0;0;52.236490;20.934778;124.6;0.20;261.74;4/1;
23:44:09.66;100717.0;53.47;-0.007;0.348;0.934;-0.008;0.366;0.938;-2.136;-1.831;-0.610;-7.019;4.272;4.578;0;0;0;44;15;-219;0;0;0;52.236490;20.934778;124.6;0.20;261.74;4/1;
23:44:09.47;100717.2;53.45;-0.007;0.348;0.932;-0.009;0.365;0.938;-2.136;-0.916;-0.610;-7.019;4.272;4.578;0;0;0;54;16;-214;0;0;0;52.236490;20.934778;124.6;0.20;261.74;4/1;
23:44:09.27;100714.6;53.68;-0.008;0.348;0.933;-0.009;0.365;0.939;-2.747;-1.831;-1.221;-6.714;3.967;4.883;0;0;0;51;18;-215;0;0;0;52.236492;20.934780;124.6;0.20;261.74;4/1;
23:44:09.07;100715.0;53.65;-0.008;0.347;0.932;-0.009;0.365;0.938;-2.441;-1.526;-0.916;-6.714;3.662;4.578;0;0;0;49;16;-218;0;0;0;52.236492;20.934780;124.6;0.20;261.74;4/1;
23:44:10.88;100720.6;53.16;-0.008;0.348;0.932;-0.008;0.365;0.939;-2.136;-1.831;-0.916;-6.714;4.272;4.272;0;0;0;48;17;-218;0;0;0;52.236492;20.934780;124.6;0.21;261.74;4/1;
23:44:10.68;100713.9;53.74;-0.008;0.348;0.934;-0.009;0.366;0.939;-2.441;-1.526;-0.610;-7.019;3.967;5.188;0;0;0;50;20;-220;0;0;0;52.236492;20.934782;124.6;0.21;261.74;4/1;
23:44:10.49;100715.5;53.60;-0.007;0.347;0.932;-0.009;0.365;0.938;-2.441;-1.831;-0.916;-6.714;3.967;4.272;0;0;0;51;14;-218;0;0;0;52.236492;20.934782;124.6;0.21;261.74;4/1;
23:44:10.29;100720.3;53.18;-0.008;0.346;0.932;-0.009;0.365;0.938;-2.441;-1.831;-0.610;-6.714;3.967;4.578;0;0;0;48;12;-218;0;0;0;52.236492;20.934782;124.6;0.22;261.74;4/1;
23:44:10.09;100716.8;53.49;-0.008;0.348;0.933;-0.009;0.365;0.938;-2.747;-1.831;-0.305;-6.714;4.578;4.272;0;0;0;48;16;-217;0;0;0;52.236492;20.934783;124.6;0.22;261.74;4/1;
23:44:11.90;100710.2;54.06;-0.008;0.347;0.930;-0.009;0.364;0.936;-2.441;-1.526;-1.221;-5.798;4.272;4.578;0;0;0;46;22;-216;0;0;0;52.236492;20.934783;124.6;0.23;261.74;4/1;
23:44:11.70;100716.6;53.51;-0.008;0.348;0.933;-0.009;0.366;0.939;-2.441;-1.526;-0.916;-6.714;4.272;4.578;0;0;0;45;15;-215;0;0;0;52.236493;20.934783;124.6;0.23;261.74;4/1;
23:44:11.50;100720.0;53.21;-0.007;0.347;0.935;-0.009;0.365;0.938;-2.136;-1.526;-0.610;-7.629;4.578;4.883;0;0;0;46;14;-218;0;0;0;52.236493;20.934785;124.6;0.24;261.74;4/1;
23:44:11.31;100722.0;53.03;-0.007;0.348;0.933;-0.009;0.365;0.938;-2.441;-1.221;-0.610;-6.104;3.967;4.578;0;0;0;45;13;-215;0;0;0;52.236493;20.934785;124.6;0.24;261.74;4/1;
23:44:11.11;100717.5;53.43;-0.007;0.349;0.934;-0.008;0.365;0.939;-2.441;-1.526;-0.916;-6.104;3.662;3.967;0;0;0;49;13;-221;0;0;0;52.236493;20.934787;124.6;0.25;261.74;4/1;
23:44:12.92;100720.6;53.16;-0.008;0.347;0.933;-0.009;0.365;0.938;-2.136;-1.831;-0.610;-6.714;4.272;4.578;0;0;0;47;15;-220;0;0;0;52.236493;20.934787;124.6;0.25;261.74;4/1;
23:44:12.72;100719.8;53.23;-0.008;0.348;0.933;-0.009;0.365;0.938;-1.831;-1.831;-0.305;-6.714;3.967;4.272;0;0;0;47;16;-216;0;0;0;52.236493;20.934787;124.6;0.26;261.74;4/1;
23:44:12.52;100713.0;53.82;-0.009;0.348;0.933;-0.009;0.365;0.938;-2.136;-1.221;-1.526;-6.104;4.578;4.272;0;0;0;47;15;-219;0;0;0;52.236493;20.934788;124.6;0.26;261.74;4/1;
23:44:12.33;100715.8;53.58;-0.008;0.347;0.932;-0.009;0.365;0.939;-2.747;-1.831;-0.305;-6.409;4.883;4.883;0;0;0;47;15;-223;0;0;0;52.236493;20.934788;124.6;0.25;261.74;4/1;
23:44:12.13;100718.8;53.32;-0.007;0.347;0.933;-0.009;0.365;0.938;-2.441;-1.831;-0.610;-6.104;4.272;4.272;0;0;0;50;19;-218;0;0;0;52.236493;20.934790;124.6;0.25;261.74;4/1;
23:44:13.94;100719.7;53.23;-0.007;0.348;0.936;-0.009;0.365;0.939;-3.052;-2.136;-1.221;-6.104;3.967;4.883;0;0;0;51;17;-211;0;0;0;52.236495;20.934790;124.6;0.23;261.74;4/1;
23:44:13.74;100720.4;53.18;-0.006;0.347;0.934;-0.009;0.365;0.939;-2.136;-1.526;0.000;-6.409;4.883;4.272;0;0;0;48;25;-218;0;0;0;52.236495;20.934790;124.6;0.23;261.74;4/1;
23:44:13.54;100714.1;53.73;-0.008;0.347;0.935;-0.009;0.366;0.938;-2.747;-2.136;-0.610;-6.104;3.967;4.272;0;0;0;46;20;-217;0;0;0;52.236495;20.934792;124.6;0.23;261.74;4/1;
23:44:13.35;100719.3;53.27;-0.009;0.348;0.934;-0.009;0.365;0.938;-2.441;-2.136;-0.305;-6.714;3.357;4.272;0;0;0;41;16;-214;0;0;0;52.236495;20.934792;124.6;0.23;261.74;4/1;
23:44:13.15;100709.9;54.10;-0.006;0.348;0.934;-0.009;0.365;0.939;-2.441;-2.136;-0.610;-6.714;3.662;4.578;0;0;0;47;17;-215;0;0;0;52.236495;20.934793;124.6;0.22;261.74;4/1;
23:44:14.96;100714.5;53.70;-0.004;0.345;0.930;-0.007;0.364;0.937;-3.052;-2.136;-0.610;-5.798;5.493;3.967;0;0;0;46;19;-220;0;0;0;52.236495;20.934793;124.6;0.22;261.74;4/1;
23:44:14.76;100715.2;53.64;-0.007;0.348;0.934;-0.009;0.365;0.938;-3.052;-1.526;-1.221;-7.629;3.662;4.578;0;0;0;49;20;-220;0;0;0;52.236495;20.934793;124.6;0.22;261.74;4/1;
23:44:14.57;100717.3;53.45;-0.008;0.345;0.932;-0.009;0.365;0.939;-2.441;-1.221;-0.916;-6.104;4.272;4.272;0;0;0;51;17;-219;0;0;0;52.236495;20.934795;124.6;0.22;261.74;4/1;
23:44:14.37;100714.3;53.72;-0.007;0.349;0.934;-0.008;0.366;0.939;-2.441;-2.136;-0.916;-7.324;3.662;4.578;0;0;0;51;20;-219;0;0;0;52.236495;20.934795;124.6;0.22;261.74;4/1;
23:44:14.17;100715.4;53.62;-0.007;0.348;0.935;-0.008;0.366;0.939;-2.747;-1.831;-0.305;-7.324;4.272;4.883;0;0;0;44;10;-219;0;0;0;52.236495;20.934795;124.6;0.22;261.74;4/1;
23:44:15.98;100717.0;53.48;-0.007;0.348;0.933;-0.009;0.365;0.940;-1.526;-1.831;-0.916;-5.798;3.357;5.188;0;0;0;49;19;-217;0;0;0;52.236495;20.934797;124.6;0.23;261.74;4/1;
23:44:15.78;100720.1;53.21;-0.007;0.348;0.934;-0.009;0.365;0.938;-1.831;-2.136;-0.916;-6.409;4.578;3.967;0;0;0;48;18;-221;0;0;0;52.236497;20.934797;124.6;0.23;261.74;4/1;
23:44:15.59;100714.5;53.70;-0.008;0.347;0.932;-0.008;0.364;0.937;-2.747;-0.916;-1.221;-6.714;3.967;4.272;0;0;0;50;18;-221;0;0;0;52.236497;20.934798;124.6;0.24;261.74;4/1;
23:44:15.39;100709.0;54.18;-0.007;0.346;0.930;-0.007;0.365;0.938;-1.831;-2.136;-0.610;-5.798;4.272;4.883;0;0;0;47;16;-220;0;0;0;52.236497;20.934798;124.6;0.24;261.74;4/1;
23:44:15.19;100716.4;53.53;-0.007;0.350;0.936;-0.009;0.366;0.940;-1.221;-2.136;-0.305;-6.714;3.662;4.578;0;0;0;46;12;-221;0;0;0;52.236497;20.934798;124.6;0.25;261.74;4/1;
23:44:15.00;100723.1;52.94;-0.007;0.346;0.935;-0.009;0.365;0.939;-2.136;-2.441;-0.916;-6.409;3.967;4.578;0;0;0;44;17;-216;0;0;0;52.236497;20.934800;124.6;0.26;261.74;4/1;
23:44:16.80;100712.7;53.86;-0.007;0.347;0.933;-0.009;0.365;0.938;-1.831;-1.221;-0.305;-6.714;4.272;4.578;0;0;0;49;16;-216;0;0;0;52.236497;20.934800;124.6;0.26;261.74;4/1;
23:44:16.61;100716.5;53.52;-0.007;0.346;0.932;-0.009;0.365;0.937;-2.136;-1.526;-0.610;-6.714;4.883;4.272;0;0;0;48;16;-218;0;0;0;52.236497;20.934802;124.6;0.27;261.74;4/1;
23:44:16.41;100716.7;53.51;-0.008;0.347;0.933;-0.009;0.365;0.939;-2.441;-1.526;-0.610;-6.409;4.272;4.578;0;0;0;48;14;-218;0;0;0;52.236498;20.934802;124.6;0.27;261.74;4/1;
23:44:16.21;100715.8;53.58;-0.007;0.349;0.933;-0.008;0.365;0.939;-2.747;-1.526;-0.916;-7.324;3.967;4.883;0;0;0;47;13;-215;0;0;0;52.236498;20.934802;124.6;0.27;261.74;4/1;
23:44:16.01;100714.0;53.74;-0.009;0.348;0.932;-0.009;0.365;0.939;-2.747;-1.526;-0.916;-5.798;3.967;4.578;0;0;0;51;20;-220;0;0;0;52.236498;20.934803;124.6;0.27;261.74;4/1;
23:44:17.82;100715.8;53.58;-0.008;0.348;0.933;-0.008;0.365;0.938;-2.441;-1.831;-0.305;-6.409;3.662;4.883;0;0;0;52;15;-219;0;0;0;52.236498;20.934803;124.6;0.27;261.74;4/1;
23:44:17.63;100709.0;54.18;-0.008;0.348;0.932;-0.009;0.366;0.939;-2.441;-1.526;-0.610;-6.104;3.967;4.578;0;0;0;46;17;-216;0;0;0;52.236498;20.934805;124.6;0.27;261.74;4/1;
23:44:17.43;100713.7;53.77;-0.008;0.348;0.934;-0.009;0.365;0.938;-2.441;-1.526;-1.221;-6.714;4.272;4.578;0;0;0;49;20;-214;0;0;0;52.236498;20.934805;124.6;0.27;261.74;4/1;
23:44:17.23;100715.7;53.59;-0.008;0.348;0.933;-0.009;0.365;0.939;-2.747;-2.136;-0.916;-7.019;3.662;4.578;0;0;0;46;17;-222;0;0;0;52.236498;20.934805;124.6;0.27;261.74;4/1;
23:44:17.03;100716.1;53.56;-0.008;0.348;0.934;-0.009;0.365;0.939;-2.136;-1.831;-0.610;-6.104;4.272;4.578;0;0;0;48;14;-211;0;0;0;52.236500;20.934807;124.6;0.27;261.74;4/1;
23:44:18.84;100715.8;53.58;-0.007;0.347;0.934;-0.009;0.365;0.939;-2.441;-1.526;-0.916;-6.714;3.967;4.272;0;0;0;48;17;-219;0;0;0;52.236500;20.934807;124.6;0.27;261.74;4/1;
23:44:18.65;100715.3;53.63;-0.008;0.348;0.933;-0.009;0.365;0.939;-2.441;-1.831;-0.916;-6.409;4.272;3.967;0;0;0;52;15;-217;0;0;0;52.236500;20.934808;124.6;0.27;261.74;4/1;
23:44:18.45;100718.1;53.39;-0.007;0.348;0.933;-0.008;0.365;0.939;-2.441;-1.831;-0.916;-6.714;3.967;4.578;0;0;0;50;17;-218;0;0;0;52.236500;20.934808;124.6;0.26;261.74;4/1;
23:44:18.25;100716.8;53.50;-0.007;0.348;0.933;-0.009;0.365;0.938;-2.747;-1.526;-0.610;-7.019;3.967;4.272;0;0;0;46;21;-214;0;0;0;52.236500;20.934808;124.6;0.25;261.74;4/1;
23:44:18.06;100717.9;53.40;-0.007;0.347;0.933;-0.009;0.365;0.939;-2.747;-1.831;-0.916;-6.409;3.967;4.578;0;0;0;46;18;-216;0;0;0;52.236502;20.934810;124.6;0.25;261.74;4/1;
23:44:19.86;100717.5;53.44;-0.007;0.346;0.933;-0.009;0.365;0.938;-3.357;-1.526;-1.526;-7.324;4.578;4.578;0;0;0;46;17;-216;0;0;0;52.236502;20.934810;124.6;0.25;261.74;4/1;
23:44:19.67;100716.9;53.49;-0.008;0.346;0.931;-0.009;0.364;0.937;-2.136;-1.831;-0.916;-6.104;4.272;4.578;0;0;0;48;20;-217;0;0;0;52.236502;20.934810;124.6;0.25;261.74;4/1;
23:44:19.47;100716.7;53.51;-0.007;0.347;0.932;-0.009;0.364;0.938;-1.831;-1.526;-0.610;-6.104;3.967;4.578;0;0;0;48;21;-215;0;0;0;52.236502;20.934812;124.6;0.25;261.74;4/1;
23:44:19.27;100714.6;53.69;-0.008;0.347;0.934;-0.009;0.365;0.938;-2.136;-1.526;-0.610;-6.714;3.357;4.272;0;0;0;50;16;-217;0;0;0;52.236502;20.934812;124.6;0.24;261.74;4/1;
23:44:19.08;100719.7;53.24;-0.009;0.347;0.932;-0.008;0.365;0.938;-2.747;-1.526;-0.610;-6.714;4.272;3.967;0;0;0;53;19;-216;0;0;0;52.236503;20.934812;124.6;0.24;261.74;4/1;
23:44:20.89;100717.6;53.43;-0.009;0.346;0.935;-0.009;0.365;0.939;-2.136;-1.526;-0.916;-6.104;4.272;4.272;0;0;0;46;17;-216;0;0;0;52.236503;20.934812;124.6;0.24;261.74;4/1;
23:44:20.69;100720.7;53.15;-0.007;0.347;0.929;-0.009;0.365;0.936;-2.136;-1.831;-0.916;-6.409;4.578;4.883;0;0;0;54;14;-217;0;0;0;52.236503;20.934813;124.6;0.24;261.74;4/1;
23:44:20.49;100715.3;53.63;-0.008;0.349;0.934;-0.009;0.366;0.939;-1.526;-2.441;-0.916;-6.104;3.357;4.578;0;0;0;49;17;-215;0;0;0;52.236503;20.934813;124.6;0.24;261.74;4/1;
23:44:20.29;100719.4;53.27;-0.008;0.348;0.930;-0.009;0.365;0.936;-2.441;-2.136;-0.916;-6.104;3.967;4.578;0;0;0;47;15;-217;0;0;0;52.236503;20.934813;124.6;0.25;261.74;4/1;
23:44:20.10;100718.9;53.32;-0.009;0.349;0.936;-0.009;0.365;0.939;-3.052;-2.441;-0.916;-6.104;4.272;4.883;0;0;0;47;17;-216;0;0;0;52.236505;20.934813;124.6;0.25;261.74;4/1;
23:44:21.90;100718.1;53.38;-0.008;0.344;0.934;-0.009;0.364;0.940;-4.578;-0.305;-1.221;-5.493;3.662;4.578;0;0;0;47;13;-217;0;0;0;52.236505;20.934815;124.6;0.25;261.74;4/1;
23:44:21.70;100713.0;53.83;-0.007;0.346;0.933;-0.009;0.366;0.938;-2.136;-1.526;-0.610;-6.409;4.578;4.578;0;0;0;50;15;-212;0;0;0;52.236505;20.934815;124.6;0.24;261.74;4/1;
23:44:21.51;100720.8;53.14;-0.007;0.347;0.932;-0.008;0.365;0.939;-2.441;-2.441;-0.610;-6.104;4.272;4.272;0;0;0;48;16;-215;0;0;0;52.236505;20.934815;124.6;0.24;261.74;4/1;
23:44:21.31;100715.7;53.59;-0.009;0.348;0.932;-0.008;0.365;0.938;-2.747;-1.221;-0.610;-7.019;5.188;4.578;0;0;0;50;20;-220;0;0;0;52.236505;20.934817;124.6;0.23;261.74;4/1;
23:44:21.12;100720.3;53.19;-0.008;0.347;0.933;-0.009;0.365;0.938;-2.441;-1.831;-0.305;-6.714;3.662;4.272;0;0;0;49;16;-217;0;0;0;52.236507;20.934817;124.6;0.22;261.74;4/1;
23:44:22.92;100717.0;53.48;-0.008;0.348;0.933;-0.009;0.365;0.938;-2.441;-1.526;-0.610;-5.493;3.967;4.883;0;0;0;48;15;-215;0;0;0;52.236507;20.934817;124.6;0.22;261.74;4/1;
23:44:22.73;100716.4;53.53;-0.008;0.347;0.934;-0.009;0.365;0.938;-2.441;-1.526;-0.610;-6.409;3.967;4.578;0;0;0;46;18;-216;0;0;0;52.236507;20.934817;124.6;0.21;261.74;4/1;
23:44:22.53;100718.6;53.34;-0.007;0.347;0.933;-0.008;0.365;0.938;-2.136;-1.831;-0.916;-6.714;4.578;4.578;0;0;0;46;16;-219;0;0;0;52.236507;20.934818;124.6;0.22;261.74;4/1;
23:44:22.33;100721.6;53.07;-0.008;0.348;0.931;-0.008;0.365;0.939;-2.747;-2.136;-0.610;-7.935;3.662;4.578;0;0;0;49;16;-217;0;0;0;52.236507;20.934818;124.6;0.22;261.74;4/1;
23:44:22.14;100721.8;53.05;-0.007;0.347;0.932;-0.009;0.365;0.937;-2.441;-1.221;-0.610;-7.324;4.272;4.578;0;0;0;48;17;-216;0;0;0;52.236507;20.934818;124.6;0.22;261.74;4/1;
23:44:23.94;100714.4;53.71;-0.007;0.347;0.932;-0.008;0.364;0.938;-2.747;-1.526;-0.610;-6.714;4.272;4.883;0;0;0;49;15;-214;0;0;0;52.236508;20.934820;124.6;0.23;261.74;4/1;
23:44:23.75;100717.2;53.45;-0.008;0.348;0.935;-0.009;0.365;0.939;-2.441;-1.526;-0.305;-6.714;3.967;4.578;0;0;0;51;17;-217;0;0;0;52.236508;20.934820;124.6;0.22;261.74;4/1;
23:44:23.55;100720.6;53.16;-0.006;0.348;0.932;-0.009;0.365;0.939;-2.136;-2.136;-0.610;-6.409;4.578;4.883;0;0;0;47;15;-215;0;0;0;52.236508;20.934820;124.6;0.23;261.74;4/1;
23:44:23.35;100719.9;53.22;-0.007;0.346;0.931;-0.008;0.364;0.936;-2.441;-1.221;-0.610;-6.104;4.883;4.883;0;0;0;49;17;-214;0;0;0;52.236508;20.934822;124.6;0.22;261.74;4/1;
23:44:23.16;100718.0;53.38;-0.007;0.348;0.934;-0.009;0.366;0.938;-1.831;-1.831;-0.610;-6.409;3.967;4.578;0;0;0;46;21;-217;0;0;0;52.236508;20.934822;124.6;0.22;261.74;4/1;
23:44:24.96;100717.1;53.46;-0.007;0.348;0.934;-0.009;0.365;0.938;-2.441;-1.526;-0.305;-6.104;3.967;4.578;0;0;0;48;15;-216;0;0;0;52.236508;20.934822;124.6;0.22;261.74;4/1;
23:44:24.77;100720.2;53.19;-0.006;0.348;0.933;-0.009;0.365;0.938;-2.747;-1.221;-0.610;-7.019;4.272;4.272;0;0;0;51;20;-219;0;0;0;52.236508;20.934823;124.6;0.22;261.74;4/1;
23:44:24.57;100719.3;53.27;-0.007;0.349;0.934;-0.009;0.365;0.939;-2.441;-1.221;-0.610;-5.798;3.967;4.578;0;0;0;49;18;-220;0;0;0;52.236508;20.934823;124.6;0.21;261.74;4/1;
23:44:24.37;100716.8;53.49;-0.007;0.348;0.933;-0.009;0.365;0.938;-2.441;-1.526;-0.305;-6.409;3.662;4.272;0;0;0;50;15;-218;0;0;0;52.236508;20.934823;124.6;0.21;261.74;4/1;
23:44:24.18;100717.3;53.45;-0.008;0.346;0.931;-0.008;0.365;0.937;-2.747;-1.526;-0.610;-6.714;3.967;4.883;0;0;0;45;17;-216;0;0;0;52.236508;20.934825;124.6;0.21;261.74;4/1;
23:44:25.98;100725.2;52.75;-0.006;0.346;0.932;-0.008;0.365;0.938;-1.831;-2.136;-0.610;-6.409;3.662;4.272;0;0;0;45;16;-212;0;0;0;52.236510;20.934825;124.6;0.21;261.74;4/1;
23:44:25.79;100721.9;53.04;-0.007;0.348;0.932;-0.009;0.365;0.938;-2.441;-1.526;-0.610;-6.714;3.967;4.883;0;0;0;47;16;-222;0;0;0;52.236510;20.934825;124.6;0.21;261.74;4/1;
23:44:25.59;100717.1;53.46;-0.008;0.347;0.931;-0.009;0.365;0.937;-1.831;-1.831;-0.610;-6.409;4.578;4.578;0;0;0;47;19;-217;0;0;0;52.236510;20.934827;124.6;0.21;261.74;4/1;
23:44:25.40;100718.7;53.32;-0.008;0.347;0.933;-0.009;0.365;0.938;-2.441;-2.136;-0.610;-7.019;4.883;4.883;0;0;0;50;15;-214;0;0;0;52.236510;20.934827;124.6;0.21;261.74;4/1;
23:44:25.20;100718.2;53.37;-0.008;0.348;0.932;-0.008;0.365;0.938;-2.136;-1.831;-0.305;-6.104;3.967;4.883;0;0;0;49;11;-214;0;0;0;52.236510;20.934827;124.6;0.21;261.74;4/1;
23:44:25.00;100720.5;53.16;-0.007;0.346;0.930;-0.008;0.365;0.937;-2.136;-0.916;-0.916;-6.104;5.493;4.578;0;0;0;48;12;-218;0;0;0;52.236510;20.934828;124.6;0.21;261.74;4/1;
23:44:26.81;100717.6;53.41;-0.007;0.350;0.938;-0.009;0.366;0.940;-2.136;-1.831;-1.221;-6.409;4.272;3.967;0;0;0;46;17;-219;0;0;0;52.236510;20.934828;124.6;0.22;261.74;4/1;
23:44:26.61;100715.5;53.60;-0.006;0.353;0.940;-0.008;0.367;0.941;-2.441;-1.221;-0.610;-7.019;4.272;4.272;0;0;0;50;17;-217;0;0;0;52.236510;20.934828;124.6;0.23;261.74;4/1;
23:44:26.41;100715.7;53.59;-0.008;0.347;0.933;-0.009;0.366;0.938;-2.441;-1.221;-0.916;-6.409;3.662;4.578;0;0;0;48;14;-218;0;0;0;52.236510;20.934830;124.6;0.25;261.74;4/1;
23:44:26.22;100716.9;53.48;-0.007;0.349;0.935;-0.010;0.365;0.939;-2.136;-1.526;-0.610;-6.409;4.578;4.578;0;0;0;50;13;-216;0;0;0;52.236510;20.934830;124.6;0.26;261.74;4/1;
23:44:26.02;100718.5;53.33;-0.007;0.347;0.934;-0.009;0.366;0.938;-2.747;-1.221;-0.610;-6.714;4.272;4.578;0;0;0;51;16;-217;0;0;0;52.236510;20.934832;124.6;0.28;261.74;4/1;
