Czas [g:m:s.ss];Cisnienie1 [Pa];Wysokosc1 [m];Akcel1 X [g];Akcel1 Y [g];Akcel1 Z [g];Akcel2 X [g];Akcel2 Y [g];Akcel2 Z [g];Zyro1 X [°/s];Zyro1 Y [°/s];Zyro1 Z [°/s];Zyro2 X [°/s];Zyro2 Y [°/s];Zyro2 Z [°/s];Magn1 X [gaus];Magn1 Y [gaus];Magn1 Z [gaus];Magn2 X [gaus];Magn2 Y [gaus];Magn2 Z [gaus];Magn3 X [gaus];Magn3 Y [gaus];Magn3 Z [gaus];SzerokoscGeo [°];DlugoscGeo [°];WysokoscMSL [m];PredkWzglZiemi; [mKurs [°];Liczba Sat/Fix [-/-];
23:14:31.60;100687.4;56.05;-0.005;0.355;0.932;-0.007;0.374;0.936;-2.441;-1.221;-0.916;-6.409;4.883;4.272;0;0;0;49;18;-216;0;0;0;52.236548;20.935068;121.1;0.46;69.54;5/1;
23:14:31.40;100685.3;56.24;-0.004;0.357;0.931;-0.006;0.374;0.935;-2.747;-1.831;-0.610;-6.409;3.662;4.272;0;0;0;50;21;-217;0;0;0;52.236548;20.935067;121.1;0.45;69.86;5/1;
23:14:31.21;100688.9;55.92;-0.004;0.355;0.930;-0.006;0.374;0.935;-2.136;-1.221;-0.610;-7.019;3.967;4.578;0;0;0;50;16;-209;0;0;0;52.236547;20.935067;121.1;0.45;70.02;5/1;
23:14:31.01;100688.5;55.95;-0.005;0.356;0.930;-0.006;0.374;0.936;-2.136;-1.526;-0.610;-6.714;4.272;4.272;0;0;0;48;15;-216;0;0;0;52.236547;20.935065;121.1;0.44;70.10;5/1;
23:14:32.81;100685.5;56.21;-0.005;0.351;0.921;-0.007;0.372;0.932;-3.357;-0.916;-0.916;-4.883;3.357;4.272;0;0;0;52;15;-215;0;0;0;52.236545;20.935063;121.1;0.43;70.19;5/1;
23:14:32.62;100689.1;55.90;-0.005;0.355;0.932;-0.006;0.374;0.935;-2.136;-1.526;-0.610;-6.409;3.662;4.883;0;0;0;49;18;-214;0;0;0;52.236543;20.935063;121.1;0.42;70.93;5/1;
23:14:32.42;100691.4;55.70;-0.005;0.355;0.931;-0.006;0.374;0.935;-2.136;-1.526;-0.610;-6.714;4.272;4.883;0;0;0;49;18;-213;0;0;0;52.236542;20.935062;121.1;0.41;72.23;5/1;
23:14:32.23;100685.9;56.18;-0.005;0.356;0.930;-0.006;0.374;0.935;-1.831;-1.831;0.000;-6.409;4.883;4.578;0;0;0;52;14;-218;0;0;0;52.236542;20.935062;121.1;0.41;72.23;5/1;
23:14:32.03;100688.8;55.93;-0.004;0.356;0.930;-0.006;0.374;0.936;-2.441;-1.831;-0.610;-7.019;3.967;4.883;0;0;0;51;19;-216;0;0;0;52.236542;20.935060;121.1;0.39;72.34;5/1;
23:14:33.83;100683.3;56.41;-0.005;0.356;0.929;-0.007;0.374;0.936;-2.441;-1.831;-0.916;-6.409;4.272;4.272;0;0;0;53;19;-217;0;0;0;52.236540;20.935060;121.1;0.39;72.85;5/1;
23:14:33.64;100686.4;56.14;-0.005;0.356;0.930;-0.006;0.374;0.934;-2.747;-1.221;-0.610;-6.714;3.052;4.578;0;0;0;51;16;-212;0;0;0;52.236540;20.935060;121.1;0.38;73.67;5/1;
23:14:33.44;100689.1;55.90;-0.004;0.357;0.929;-0.007;0.374;0.935;-2.441;-1.831;-0.610;-6.714;4.272;4.883;0;0;0;50;17;-218;0;0;0;52.236538;20.935058;121.1;0.37;73.94;5/1;
23:14:33.25;100689.8;55.84;-0.004;0.356;0.931;-0.006;0.374;0.935;-2.136;-1.526;-0.305;-7.019;4.272;5.188;0;0;0;50;16;-215;0;0;0;52.236537;20.935058;121.1;0.36;74.01;5/1;
23:14:33.05;100685.2;56.25;-0.005;0.355;0.931;-0.006;0.374;0.935;-2.136;-1.221;-0.305;-6.409;3.662;4.272;0;0;0;50;20;-220;0;0;0;52.236537;20.935057;121.1;0.35;73.97;5/1;
23:14:34.85;100687.5;56.04;-0.005;0.356;0.931;-0.006;0.374;0.935;-2.136;-1.526;-0.610;-6.104;4.272;4.578;0;0;0;52;17;-213;0;0;0;52.236535;20.935055;121.1;0.34;75.48;5/1;
23:14:34.66;100692.7;55.58;-0.006;0.355;0.931;-0.007;0.374;0.935;-2.747;-1.526;-0.305;-6.409;4.578;4.578;0;0;0;52;15;-217;0;0;0;52.236533;20.935055;121.1;0.34;77.04;5/1;
23:14:34.46;100686.6;56.12;-0.005;0.357;0.931;-0.007;0.374;0.936;-2.747;-1.221;-0.610;-6.714;4.272;4.883;0;0;0;52;14;-215;0;0;0;52.236532;20.935055;121.1;0.33;78.95;5/1;
23:14:34.27;100690.4;55.79;-0.005;0.356;0.929;-0.007;0.374;0.934;-2.136;-1.831;-0.610;-6.714;4.578;4.578;0;0;0;51;16;-212;0;0;0;52.236532;20.935055;121.1;0.33;79.67;5/1;
23:14:34.07;100689.8;55.84;-0.005;0.356;0.929;-0.006;0.374;0.935;-2.747;-1.526;-0.610;-7.019;3.967;4.883;0;0;0;47;16;-210;0;0;0;52.236530;20.935055;121.1;0.32;80.96;5/1;
23:14:35.88;100686.1;56.17;-0.004;0.355;0.930;-0.006;0.374;0.935;-2.136;-1.526;-0.610;-6.409;3.967;4.578;0;0;0;53;15;-217;0;0;0;52.236530;20.935055;121.1;0.32;83.25;5/1;
23:14:35.68;100689.5;55.87;-0.006;0.355;0.929;-0.006;0.374;0.935;-2.136;-1.526;-0.305;-6.714;3.967;4.272;0;0;0;50;14;-215;0;0;0;52.236528;20.935055;121.1;0.32;84.90;5/1;
23:14:35.48;100684.5;56.31;-0.005;0.356;0.929;-0.006;0.374;0.935;-2.136;-2.136;-0.610;-6.409;4.272;4.578;0;0;0;49;12;-215;0;0;0;52.236527;20.935055;121.1;0.31;85.88;5/1;
23:14:35.29;100685.7;56.20;-0.005;0.356;0.931;-0.007;0.374;0.935;-2.747;-1.526;-0.305;-6.104;4.272;4.883;0;0;0;51;15;-217;0;0;0;52.236527;20.935055;121.1;0.31;86.73;5/1;
23:14:35.09;100690.5;55.77;-0.005;0.355;0.931;-0.006;0.374;0.936;-2.136;-1.526;-0.916;-6.714;4.578;4.578;0;0;0;49;16;-215;0;0;0;52.236525;20.935055;121.1;0.31;87.07;5/1;
23:14:36.90;100685.5;56.21;-0.004;0.357;0.931;-0.007;0.374;0.935;-2.747;-1.221;-1.221;-6.714;3.662;4.578;0;0;0;47;16;-211;0;0;0;52.236525;20.935055;121.1;0.31;87.42;5/1;
23:14:36.70;100687.7;56.03;-0.004;0.356;0.930;-0.006;0.374;0.936;-2.441;-2.136;-0.610;-7.019;4.883;4.578;0;0;0;50;21;-215;0;0;0;52.236523;20.935055;121.1;0.30;87.17;5/1;
23:14:36.50;100683.8;56.36;-0.004;0.356;0.931;-0.006;0.374;0.936;-2.136;-1.526;-0.610;-6.409;4.272;4.578;0;0;0;48;17;-216;0;0;0;52.236523;20.935057;121.1;0.30;87.08;5/1;
23:14:36.30;100684.3;56.32;-0.005;0.356;0.930;-0.006;0.374;0.935;-2.136;-1.221;-0.916;-7.019;3.967;4.883;0;0;0;48;15;-215;0;0;0;52.236523;20.935057;121.1;0.30;87.52;5/1;
23:14:36.11;100685.4;56.22;-0.005;0.355;0.931;-0.007;0.374;0.936;-2.747;-1.221;-0.610;-7.324;3.662;4.883;0;0;0;52;15;-214;0;0;0;52.236523;20.935057;121.1;0.30;87.73;5/1;
23:14:37.92;100681.2;56.60;-0.005;0.357;0.929;-0.006;0.374;0.936;-2.136;-1.526;-0.610;-6.714;4.272;4.578;0;0;0;55;16;-214;0;0;0;52.236522;20.935058;121.1;0.30;87.96;5/1;
23:14:37.72;100683.3;56.41;-0.005;0.356;0.930;-0.007;0.374;0.935;-2.441;-1.526;-0.916;-6.104;3.662;4.272;0;0;0;46;16;-215;0;0;0;52.236522;20.935058;121.1;0.30;87.23;5/1;
23:14:37.52;100685.4;56.22;-0.006;0.357;0.929;-0.006;0.374;0.935;-2.441;-1.526;-0.610;-6.409;4.272;4.578;0;0;0;51;19;-219;0;0;0;52.236520;20.935058;121.1;0.30;86.56;5/1;
23:14:37.32;100689.1;55.90;-0.006;0.355;0.930;-0.007;0.373;0.935;-2.747;-1.221;-1.221;-6.104;3.967;4.578;0;0;0;52;14;-212;0;0;0;52.236520;20.935058;121.1;0.30;87.29;5/1;
23:14:37.13;100688.6;55.95;-0.005;0.356;0.929;-0.006;0.374;0.936;-2.441;-1.526;-0.610;-6.714;5.188;4.578;0;0;0;52;15;-216;0;0;0;52.236520;20.935060;121.1;0.30;87.19;5/1;
23:14:38.94;100686.2;56.16;-0.006;0.355;0.931;-0.007;0.374;0.935;-2.136;-1.831;-0.610;-6.714;3.967;4.883;0;0;0;48;23;-219;0;0;0;52.236518;20.935060;121.1;0.30;86.68;5/1;
23:14:38.74;100683.8;56.36;-0.004;0.357;0.930;-0.006;0.374;0.935;-2.136;-1.831;-0.610;-5.798;4.272;4.578;0;0;0;53;14;-217;0;0;0;52.236520;20.935062;121.1;0.30;84.20;5/1;
23:14:38.54;100691.8;55.66;-0.005;0.356;0.931;-0.006;0.374;0.935;-2.441;-1.221;0.000;-6.409;4.883;4.578;0;0;0;51;19;-217;0;0;0;52.236520;20.935062;121.1;0.30;81.84;5/1;
23:14:38.35;100686.2;56.16;-0.004;0.356;0.930;-0.006;0.373;0.936;-2.441;-1.831;0.000;-6.409;3.967;4.272;0;0;0;50;17;-222;0;0;0;52.236520;20.935063;121.1;0.30;80.73;5/1;
23:14:38.15;100690.0;55.82;-0.004;0.356;0.930;-0.007;0.373;0.935;-2.136;-1.831;-1.221;-6.409;3.662;4.578;0;0;0;52;17;-217;0;0;0;52.236520;20.935063;121.1;0.30;78.42;5/1;
23:14:39.96;100687.4;56.05;-0.004;0.357;0.930;-0.007;0.374;0.935;-2.441;-1.526;-0.610;-6.104;3.967;4.578;0;0;0;44;11;-217;0;0;0;52.236522;20.935065;121.1;0.30;75.98;5/1;
23:14:39.76;100682.1;56.51;-0.005;0.356;0.930;-0.007;0.374;0.935;-2.136;-1.526;-0.305;-6.714;3.662;4.883;0;0;0;52;15;-220;0;0;0;52.236522;20.935065;121.1;0.31;74.19;5/1;
23:14:39.56;100686.0;56.17;-0.004;0.357;0.930;-0.006;0.374;0.935;-2.441;-1.221;-0.610;-6.409;4.272;4.883;0;0;0;50;15;-214;0;0;0;52.236522;20.935063;121.1;0.30;71.68;5/1;
23:14:39.37;100685.9;56.18;-0.005;0.356;0.929;-0.006;0.374;0.935;-2.747;-2.136;-0.610;-6.714;4.578;4.883;0;0;0;51;15;-217;0;0;0;52.236520;20.935062;121.1;0.30;71.68;5/1;
23:14:39.17;100687.6;56.03;-0.004;0.356;0.930;-0.007;0.374;0.935;-2.136;-1.831;-0.610;-6.104;5.188;4.883;0;0;0;49;14;-220;0;0;0;52.236520;20.935060;121.0;0.30;71.68;5/1;
23:14:40.98;100688.5;55.95;-0.005;0.355;0.931;-0.006;0.374;0.936;-2.136;-1.221;-0.916;-6.104;4.883;4.272;0;0;0;54;14;-220;0;0;0;52.236518;20.935058;121.0;0.30;71.68;5/1;
23:14:40.78;100685.7;56.19;-0.005;0.356;0.930;-0.007;0.373;0.935;-2.441;-1.526;-0.305;-6.409;4.272;4.578;0;0;0;48;20;-213;0;0;0;52.236518;20.935057;121.0;0.29;71.68;5/1;
23:14:40.58;100687.4;56.05;-0.006;0.356;0.930;-0.007;0.374;0.936;-2.441;-1.221;-0.305;-6.714;4.272;4.883;0;0;0;52;17;-215;0;0;0;52.236518;20.935057;121.0;0.29;71.68;5/1;
23:14:40.39;100686.5;56.13;-0.005;0.356;0.931;-0.007;0.374;0.934;-2.136;-1.831;0.000;-7.019;3.662;4.578;0;0;0;50;13;-219;0;0;0;52.236517;20.935055;121.0;0.29;71.68;5/1;
23:14:40.19;100690.6;55.76;-0.005;0.357;0.929;-0.006;0.374;0.935;-2.747;-1.526;-0.610;-6.409;4.578;4.578;0;0;0;50;15;-216;0;0;0;52.236517;20.935053;121.0;0.28;71.68;5/1;
23:14:41.100;100683.4;56.40;-0.005;0.357;0.930;-0.006;0.374;0.935;-2.136;-1.831;-0.916;-6.104;4.272;4.883;0;0;0;51;18;-214;0;0;0;52.236515;20.935053;121.0;0.28;71.68;5/1;
23:14:41.80;100689.4;55.87;-0.006;0.357;0.930;-0.007;0.375;0.935;-2.441;-1.221;-0.610;-6.409;3.967;4.578;0;0;0;56;15;-218;0;0;0;52.236515;20.935053;121.0;0.28;71.68;5/1;
23:14:41.60;100682.3;56.49;-0.005;0.357;0.929;-0.007;0.373;0.935;-2.441;-1.831;-0.305;-6.104;3.357;4.272;0;0;0;52;17;-223;0;0;0;52.236513;20.935053;121.0;0.28;71.68;5/1;
23:14:41.41;100694.0;55.46;-0.004;0.357;0.930;-0.006;0.373;0.935;-2.136;-1.831;-0.305;-6.409;3.662;4.578;0;0;0;51;12;-218;0;0;0;52.236513;20.935052;121.0;0.28;71.68;5/1;
23:14:41.21;100683.7;56.37;-0.005;0.355;0.930;-0.006;0.374;0.935;-2.441;-1.526;-0.610;-6.409;3.662;4.883;0;0;0;50;20;-216;0;0;0;52.236512;20.935052;121.0;0.28;71.68;5/1;
23:14:41.01;100682.8;56.45;-0.004;0.356;0.931;-0.006;0.374;0.935;-2.441;-1.526;-0.610;-6.104;3.662;4.578;0;0;0;48;18;-219;0;0;0;52.236512;20.935050;121.0;0.28;71.68;5/1;
23:14:42.82;100686.4;56.13;-0.005;0.356;0.932;-0.006;0.374;0.935;-2.747;-1.221;-0.610;-5.493;3.967;4.883;0;0;0;47;18;-216;0;0;0;52.236510;20.935050;121.0;0.28;71.68;5/1;
23:14:42.62;100684.3;56.32;-0.006;0.356;0.930;-0.007;0.374;0.935;-2.747;-1.831;-0.916;-6.409;3.967;4.578;0;0;0;52;15;-217;0;0;0;52.236510;20.935050;121.0;0.28;71.68;5/1;
23:14:42.43;100685.3;56.22;-0.005;0.355;0.930;-0.006;0.374;0.934;-2.136;-1.221;-0.610;-6.714;4.272;4.272;0;0;0;54;17;-216;0;0;0;52.236508;20.935048;121.0;0.28;71.68;5/1;
23:14:42.23;100687.1;56.07;-0.005;0.355;0.930;-0.006;0.374;0.935;-2.441;-1.831;-0.305;-6.409;4.578;4.272;0;0;0;47;17;-217;0;0;0;52.236508;20.935048;121.0;0.28;71.68;5/1;
23:14:42.03;100687.3;56.05;-0.005;0.357;0.929;-0.007;0.374;0.935;-2.441;-1.526;-0.610;-7.019;3.357;4.272;0;0;0;48;17;-215;0;0;0;52.236507;20.935048;121.1;0.29;71.68;5/1;
23:14:43.84;100686.6;56.11;-0.005;0.356;0.929;-0.007;0.374;0.935;-2.441;-2.136;-0.305;-6.409;4.272;5.188;0;0;0;49;18;-214;0;0;0;52.236507;20.935050;121.1;0.29;71.68;5/1;
23:14:43.64;100689.4;55.86;-0.006;0.357;0.931;-0.007;0.374;0.935;-2.441;-1.526;-0.610;-6.714;4.272;4.578;0;0;0;48;13;-217;0;0;0;52.236507;20.935050;121.1;0.30;71.68;4/1;
23:14:43.45;100694.0;55.46;-0.004;0.357;0.930;-0.007;0.374;0.935;-2.441;-2.136;-0.610;-5.493;3.967;4.883;0;0;0;49;18;-217;0;0;0;52.236507;20.935052;121.1;0.30;71.68;4/1;
23:14:43.25;100697.2;55.18;-0.005;0.357;0.930;-0.007;0.374;0.935;-2.136;-1.526;-0.916;-6.409;4.578;4.578;0;0;0;52;17;-213;0;0;0;52.236507;20.935052;121.1;0.30;91.85;4/1;
23:14:43.05;100688.9;55.91;-0.005;0.356;0.931;-0.006;0.374;0.935;-1.831;-1.221;-0.610;-6.714;4.272;4.272;0;0;0;50;16;-216;0;0;0;52.236507;20.935053;121.1;0.30;92.27;4/1;
23:14:44.86;100690.3;55.78;-0.005;0.356;0.929;-0.006;0.373;0.935;-1.831;-1.831;-0.916;-6.104;4.272;4.578;0;0;0;57;11;-213;0;0;0;52.236507;20.935055;121.1;0.30;92.25;4/1;
23:14:44.66;100684.7;56.28;-0.006;0.357;0.931;-0.007;0.374;0.936;-2.747;-1.831;-1.221;-6.714;3.662;4.883;0;0;0;52;15;-214;0;0;0;52.236507;20.935055;121.1;0.30;92.44;4/1;
23:14:44.47;100689.1;55.89;-0.004;0.355;0.930;-0.006;0.373;0.935;-2.441;-0.916;-1.221;-6.409;3.967;4.578;0;0;0;51;13;-219;0;0;0;52.236505;20.935055;121.1;0.30;93.34;4/1;
23:14:44.27;100685.2;56.23;-0.006;0.357;0.929;-0.006;0.373;0.935;-2.441;-1.526;-0.916;-6.714;4.883;4.883;0;0;0;49;15;-215;0;0;0;52.236505;20.935057;121.1;0.30;93.80;4/1;
23:14:44.07;100689.4;55.86;-0.006;0.355;0.930;-0.007;0.374;0.935;-2.441;-1.221;-1.221;-5.798;3.662;4.883;0;0;0;51;19;-218;0;0;0;52.236507;20.935057;121.1;0.30;94.04;4/1;
23:14:45.88;100686.1;56.15;-0.005;0.356;0.930;-0.006;0.374;0.935;-2.441;-1.526;-0.916;-7.019;4.272;3.967;0;0;0;52;13;-215;0;0;0;52.236507;20.935058;121.1;0.31;93.65;4/1;
23:14:45.68;100689.3;55.87;-0.005;0.356;0.930;-0.007;0.373;0.935;-2.136;-1.526;-0.916;-6.409;3.967;4.578;0;0;0;49;16;-218;0;0;0;52.236507;20.935062;121.1;0.31;94.03;5/1;
23:14:45.49;100692.1;55.63;-0.005;0.357;0.929;-0.006;0.374;0.935;-2.441;-1.831;-0.916;-6.409;4.272;4.272;0;0;0;52;15;-219;0;0;0;52.236508;20.935065;121.1;0.32;93.50;5/1;
23:14:45.29;100689.4;55.86;-0.006;0.356;0.929;-0.006;0.374;0.935;-2.441;-1.831;-0.916;-6.714;3.662;4.578;0;0;0;52;19;-217;0;0;0;52.236508;20.935067;121.1;0.32;92.90;4/1;
23:14:45.09;100689.6;55.85;-0.005;0.356;0.928;-0.006;0.374;0.935;-2.136;-1.831;-0.305;-6.714;3.662;4.883;0;0;0;55;20;-216;0;0;0;52.236508;20.935068;121.1;0.32;91.91;4/1;
23:14:46.90;100688.4;55.95;-0.005;0.356;0.930;-0.007;0.374;0.936;-2.747;-1.221;-0.916;-6.714;3.967;4.272;0;0;0;48;17;-223;0;0;0;52.236510;20.935068;121.1;0.33;91.19;4/1;
23:14:46.70;100688.4;55.95;-0.005;0.358;0.930;-0.006;0.374;0.935;-2.441;-1.831;-0.305;-7.019;4.272;4.578;0;0;0;55;16;-213;0;0;0;52.236510;20.935070;121.1;0.33;90.74;4/1;
23:14:46.50;100686.8;56.09;-0.004;0.356;0.931;-0.006;0.374;0.936;-2.441;-1.221;-0.610;-6.409;3.662;4.578;0;0;0;47;18;-214;0;0;0;52.236510;20.935072;121.1;0.33;89.96;4/1;
23:14:46.31;100689.1;55.89;-0.004;0.356;0.930;-0.006;0.374;0.935;-2.136;-1.831;0.000;-6.714;3.662;4.578;0;0;0;56;17;-218;0;0;0;52.236512;20.935073;121.1;0.33;87.90;4/1;
23:14:46.11;100682.9;56.44;-0.005;0.356;0.930;-0.006;0.374;0.935;-2.441;-1.831;-0.610;-6.409;3.967;4.578;0;0;0;49;12;-214;0;0;0;52.236513;20.935075;121.1;0.33;85.06;4/1;
23:14:47.92;100691.0;55.72;-0.004;0.356;0.930;-0.006;0.374;0.935;-2.747;-1.526;-0.610;-7.019;4.272;4.578;0;0;0;44;21;-218;0;0;0;52.236515;20.935077;121.1;0.32;82.35;4/1;
23:14:47.72;100684.0;56.34;-0.005;0.356;0.929;-0.007;0.374;0.936;-2.441;-1.831;-0.610;-6.409;4.272;5.188;0;0;0;53;18;-216;0;0;0;52.236517;20.935078;121.1;0.32;80.69;4/1;
23:14:47.53;100685.0;56.26;-0.004;0.356;0.931;-0.007;0.374;0.935;-2.136;-1.221;-0.916;-6.104;3.662;4.272;0;0;0;47;20;-218;0;0;0;52.236518;20.935080;121.1;0.32;78.69;4/1;
23:14:47.33;100685.9;56.18;-0.004;0.355;0.932;-0.006;0.374;0.935;-2.747;-1.221;0.000;-6.714;3.052;4.578;0;0;0;50;13;-221;0;0;0;52.236520;20.935082;121.1;0.32;76.40;4/1;
23:14:47.13;100687.1;56.07;-0.005;0.357;0.931;-0.006;0.374;0.936;-2.747;-1.221;-0.916;-6.714;3.662;4.578;0;0;0;50;18;-217;0;0;0;52.236522;20.935083;121.1;0.32;74.27;4/1;
23:14:48.94;100684.6;56.29;-0.004;0.356;0.932;-0.006;0.374;0.935;-2.136;-1.526;-0.610;-6.714;3.967;4.578;0;0;0;52;16;-221;0;0;0;52.236523;20.935083;121.1;0.32;72.30;4/1;
23:14:48.74;100685.3;56.22;-0.005;0.357;0.929;-0.007;0.374;0.936;-2.441;-1.526;-0.916;-7.019;4.272;4.883;0;0;0;51;12;-215;0;0;0;52.236523;20.935085;121.1;0.32;71.08;4/1;
23:14:48.55;100683.7;56.37;-0.005;0.357;0.931;-0.006;0.374;0.936;-2.441;-2.136;-0.610;-6.714;4.272;4.272;0;0;0;53;15;-219;0;0;0;52.236525;20.935087;121.1;0.33;70.31;4/1;
23:14:48.35;100684.4;56.30;-0.004;0.356;0.931;-0.007;0.374;0.935;-2.136;-1.526;-1.221;-6.104;3.662;4.578;0;0;0;46;19;-215;0;0;0;52.236525;20.935088;121.1;0.33;69.67;4/1;
23:14:48.15;100683.2;56.41;-0.006;0.356;0.930;-0.007;0.374;0.936;-2.136;-1.831;-0.305;-7.019;3.967;4.578;0;0;0;52;17;-216;0;0;0;52.236527;20.935088;121.1;0.33;69.40;4/1;
23:14:49.96;100685.7;56.19;-0.006;0.356;0.930;-0.006;0.374;0.936;-2.747;-1.831;-0.610;-6.714;4.272;3.967;0;0;0;49;13;-219;0;0;0;52.236527;20.935090;121.1;0.33;68.18;4/1;
23:14:49.76;100685.0;56.26;-0.004;0.356;0.931;-0.006;0.374;0.936;-2.441;-1.526;-0.305;-6.409;4.272;3.967;0;0;0;49;16;-213;0;0;0;52.236527;20.935090;121.1;0.33;69.31;4/1;
23:14:49.57;100685.3;56.22;-0.004;0.356;0.930;-0.006;0.374;0.935;-2.441;-1.831;-0.305;-6.714;4.578;4.578;0;0;0;46;17;-220;0;0;0;52.236527;20.935088;121.1;0.33;69.83;4/1;
23:14:49.37;100685.2;56.24;-0.006;0.357;0.930;-0.006;0.374;0.936;-2.136;-1.831;-0.305;-7.019;4.578;4.883;0;0;0;51;14;-217;0;0;0;52.236525;20.935087;121.1;0.32;71.85;4/1;
23:14:49.18;100687.5;56.04;-0.005;0.358;0.931;-0.006;0.374;0.935;-1.831;-1.831;-0.305;-6.714;3.662;4.578;0;0;0;48;11;-217;0;0;0;52.236523;20.935083;121.1;0.31;71.85;4/1;
23:14:50.98;100689.4;55.87;-0.006;0.357;0.930;-0.007;0.373;0.936;-2.747;-2.136;-0.610;-6.104;4.272;4.578;0;0;0;50;12;-219;0;0;0;52.236522;20.935083;121.1;0.30;71.85;4/1;
23:14:50.78;100685.7;56.19;-0.005;0.356;0.930;-0.006;0.374;0.935;-1.221;-1.526;-0.610;-6.714;3.662;3.967;0;0;0;53;15;-215;0;0;0;52.236520;20.935080;121.1;0.29;71.85;4/1;
23:14:50.59;100686.0;56.16;-0.005;0.355;0.931;-0.007;0.374;0.936;-2.747;-1.526;-0.610;-6.714;3.967;4.578;0;0;0;51;21;-211;0;0;0;52.236520;20.935078;121.1;0.28;71.85;4/1;
23:14:50.39;100688.5;55.94;-0.006;0.356;0.930;-0.007;0.374;0.936;-2.136;-1.831;-0.610;-6.409;3.967;4.883;0;0;0;52;12;-217;0;0;0;52.236518;20.935077;121.1;0.27;71.85;4/1;
23:14:50.20;100689.6;55.85;-0.005;0.356;0.931;-0.006;0.374;0.935;-1.831;-1.526;-0.610;-7.019;4.883;4.883;0;0;0;48;17;-220;0;0;0;52.236517;20.935075;121.1;0.26;71.85;4/1;
23:14:50.00;100683.4;56.40;-0.005;0.356;0.929;-0.007;0.374;0.935;-2.441;-1.831;0.000;-6.714;4.578;4.883;0;0;0;54;14;-221;0;0;0;52.236517;20.935072;121.1;0.25;71.85;4/1;
23:14:51.80;100693.3;55.53;-0.004;0.357;0.930;-0.007;0.374;0.935;-2.441;-1.526;-0.610;-6.714;4.272;4.272;0;0;0;46;13;-212;0;0;0;52.236515;20.935070;121.1;0.24;71.85;4/1;
23:14:51.61;100685.5;56.21;-0.006;0.358;0.930;-0.006;0.374;0.935;-2.136;-2.136;-0.305;-6.714;4.578;4.578;0;0;0;51;12;-216;0;0;0;52.236508;20.935055;121.1;0.23;71.85;4/1;
23:14:51.41;100686.6;56.11;-0.003;0.356;0.930;-0.006;0.373;0.936;-2.441;-1.831;-0.610;-6.104;4.578;4.578;0;0;0;52;14;-215;0;0;0;52.236503;20.935043;121.1;0.21;71.85;4/1;
23:14:51.21;100689.6;55.85;-0.005;0.357;0.929;-0.007;0.374;0.935;-2.441;-1.831;-0.916;-6.104;4.578;4.578;0;0;0;49;17;-217;0;0;0;52.236498;20.935032;121.1;0.20;71.85;4/1;
23:14:51.02;100685.0;56.26;-0.004;0.356;0.930;-0.007;0.374;0.935;-2.441;-1.526;-0.916;-7.019;3.967;4.272;0;0;0;48;13;-214;0;0;0;52.236493;20.935020;121.1;0.18;71.85;4/1;
23:14:52.83;100690.0;55.82;-0.005;0.357;0.931;-0.007;0.374;0.935;-2.136;-2.136;-0.610;-6.714;3.967;4.578;0;0;0;49;15;-215;0;0;0;52.236487;20.935007;121.1;0.17;71.85;4/1;
23:14:52.63;100690.7;55.75;-0.004;0.356;0.932;-0.007;0.374;0.935;-2.441;-1.526;-0.610;-6.714;4.578;4.272;0;0;0;54;15;-218;0;0;0;52.236487;20.935003;121.1;0.17;71.85;5/1;
23:14:52.43;100690.0;55.82;-0.005;0.356;0.930;-0.006;0.374;0.936;-2.441;-1.526;-0.305;-6.409;4.272;4.578;0;0;0;49;17;-217;0;0;0;52.236485;20.935002;121.1;0.17;71.85;5/1;
23:14:52.23;100691.6;55.67;-0.005;0.357;0.931;-0.006;0.374;0.935;-2.747;-1.831;-0.305;-6.714;3.662;4.578;0;0;0;47;17;-218;0;0;0;52.236482;20.935000;121.1;0.18;71.85;5/1;
23:14:52.04;100691.2;55.71;-0.004;0.356;0.929;-0.006;0.373;0.936;-2.747;-1.526;-0.305;-7.019;4.272;4.578;0;0;0;48;14;-220;0;0;0;52.236482;20.934997;121.1;0.19;71.85;5/1;
23:14:53.85;100690.5;55.77;-0.004;0.355;0.931;-0.007;0.374;0.935;-2.747;-1.526;-1.221;-6.104;3.967;4.272;0;0;0;51;17;-216;0;0;0;52.236480;20.934997;121.2;0.21;71.85;5/1;
23:14:53.65;100685.6;56.20;-0.005;0.356;0.930;-0.007;0.374;0.936;-2.441;-1.831;-0.916;-6.409;4.272;5.188;0;0;0;48;15;-215;0;0;0;52.236478;20.934997;121.2;0.21;71.85;5/1;
23:14:53.45;100686.9;56.08;-0.005;0.357;0.930;-0.007;0.375;0.935;-2.441;-1.831;-0.916;-6.104;4.578;4.578;0;0;0;54;18;-218;0;0;0;52.236478;20.934997;121.2;0.21;71.85;5/1;
23:14:53.25;100686.6;56.11;-0.005;0.357;0.930;-0.006;0.374;0.936;-2.441;-2.136;-0.916;-6.104;4.272;4.272;0;0;0;49;17;-215;0;0;0;52.236478;20.934997;121.2;0.22;71.85;5/1;
23:14:53.06;100690.3;55.79;-0.004;0.356;0.931;-0.007;0.374;0.936;-2.136;-1.831;-0.305;-6.714;4.272;4.578;0;0;0;47;19;-218;0;0;0;52.236478;20.934997;121.2;0.23;71.85;5/1;
